Authors,Author(s)ID,Title,Year,Sourcetitle,Volume,Issue,Art.No.,Pagestart,Pageend,Pagecount,Citedby,DOI,Link,DocumentType,PublicationStage,AccessType,Source,EID
"Sarna, H.R., Sharma, O.P.",24772488400; 36742198300,An observed abnormal increase in cosmic-ray intensity at Lahore [4],1946,Nature,158,4016,,550,,,,10.1038/158550b0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149206606&partnerID=40&md5=0f7e754e4956c30b807dde878c96d73a,Letter,Final,,Scopus,2-s2.0-51149206606
"Khan, A.K.M., Singh, I.",56330575500; 57091912500,"The effect of the interaction between ions, drugs and electrical stimulation, as indicated by the contraction of human unstriated muscle",1947,Proceedings of the Indian Academy of Sciences - Section B,26,5,,205,210,,,10.1007/BF03051843,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951506033&partnerID=40&md5=32398116daa9930540bcbafa93045e7b,Article,Final,,Scopus,2-s2.0-77951506033
"Singh, I., Singh, S.I.",57091912500; 35935612000,The action of direct current on unstriated muscle,1947,Proceedings of the Indian Academy of Sciences - Section B,26,5,,211,217,,,10.1007/BF03051844,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951504443&partnerID=40&md5=d75c74c6e36ee3be20ea975215ccac78,Article,Final,,Scopus,2-s2.0-77951504443
"Singh, B.K., Nayar, B.K.K.",23078762700; 35954514500,"The refractive dispersive power of organic compounds - Part I. The refractive dispersion of dextro, lævo and racemic forms of borneol, camphor, camphoric acid, camphoric anhydride and camphor carboxylic acid",1947,Proceedings of the Indian Academy of Sciences - Section A,26,4,,261,270,,,10.1007/BF03171003,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951510550&partnerID=40&md5=6f9fe7f4055e2e09842a71f0b83464d0,Article,Final,,Scopus,2-s2.0-77951510550
"Singh, B.K., Nayar, B.K.K.",23078762700; 35954514500,Studies on the nature of the racemic modification of optically active compounds - Part VII. Solubility and melting point studies of active and inactive camphorcarboxylic acids,1947,Proceedings of the Indian Academy of Sciences - Section A,26,4,,271,278,,1,10.1007/BF03171004,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951510409&partnerID=40&md5=6d20fdfe827dc54f4dee219170047bc3,Article,Final,,Scopus,2-s2.0-77951510409
"Singh, B.K., Kumar, A.",23078762700; 35954051100,Chemical examination of Helianthus annus Linn. The component fatty acids &amp; the probable glyceride structure of the seed oil,1947,Proceedings of the Indian Academy of Sciences - Section A,26,3,,205,213,,,10.1007/BF03170876,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951512102&partnerID=40&md5=bde149e4ca294e0f8ba20cb9f76517c3,Article,Final,,Scopus,2-s2.0-77951512102
"Singh, B.K., Manhas, K.M.S.",23078762700; 35935052200,"Studies on the dependence of optical activity on chemical constitution - Part XXVIII. The camphor-?-sulphonates (d-, l- and dl-) of ?-aminopyridine, ?-amino thiazole, p-Amino benzene sulphonyl amido-2-pyridine and 6-methoxy-8-amino quinoline",1947,Proceedings of the Indian Academy of Sciences - Section A,26,1,,61,71,,,10.1007/BF03170951,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951510081&partnerID=40&md5=2130400f6b2f167e9b1be4cca9374109,Article,Final,,Scopus,2-s2.0-77951510081
"Singh, I., Singh, S.I.",57091912500; 35935612000,The mode of action of nerves on unstriated muscle,1947,Proceedings of the Indian Academy of Sciences - Section B,25,6,,163,172,,,10.1007/BF03049681,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951505197&partnerID=40&md5=2fb30048d61dae6821633e2813c7f582,Article,Final,,Scopus,2-s2.0-77951505197
"Singh, B.K., Tewari, R.K.",23078762700; 35955197300,"Studies on the nature of the racemic modifications of optically active compounds in the solid state - Part VI. The nature of the racemic modifications of 3-Nitro-p-toluidino-, 5-Iodio-o-toluidino-, 4-Nitro-o-toluidino-, oxy, 2-nitro-p-toluidino-, 3-Nitro-4-chloroanilino-, 2:5-dichloroanilino-and 4-chloro-o-toluidino-methylenecamphors",1947,Proceedings of the Indian Academy of Sciences - Section A,25,5,,389,396,,,10.1007/BF03171413,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951514314&partnerID=40&md5=c2b5e3850571f8aec379b7c6f9efb379,Article,Final,,Scopus,2-s2.0-77951514314
"Singh, B.K., Nayar, B.K.K.",23078762700; 35954514500,"Studies on the nature of the racemic modification of optically active compounds - Part V. Roozeboom solubility composition isotherms for mixtures of active and inactive camphoric acids in water at 25° C., 45° C., and 100° C.",1947,Proceedings of the Indian Academy of Sciences - Section A,25,4,,368,374,,,10.1007/BF03170771,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951508751&partnerID=40&md5=e4361a4d7ba2bf39116936a40fe097e1,Article,Final,,Scopus,2-s2.0-77951508751
"Singh, I., Singh, S.I., Muthana, M.C.",57091912500; 35935612000; 35934898800,(I) The interaction between ions drugs and electrical stimulation as indicated by the contraction of avian unstriated muscle. (II) active elongation of unstriated muscle,1947,Proceedings of the Indian Academy of Sciences - Section B,25,3,,51,56,,,10.1007/BF03049677,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951500967&partnerID=40&md5=425d78559d49443191575f697e9e051f,Article,Final,,Scopus,2-s2.0-77951500967
"Bambah, R.P.",6507260435,Ramanujan's function ? (N)—k congruence property,1947,Bulletin of the American Mathematical Society,53,8,,764,765,,2,10.1090/S0002-9904-1947-08869-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-84955754437&partnerID=40&md5=04ad27e9ea8c15883689b42a665b3364,Note,Final,Open Access,Scopus,2-s2.0-84955754437
"Bambah, R.P., Chowla, S.",6507260435; 35933858000,A new congruence property of ramanujan's function ? (n),1947,Bulletin of the American Mathematical Society,53,8,,768,769,,3,10.1090/S0002-9904-1947-08871-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84955628829&partnerID=40&md5=b36c3e55af9576e66d3d6b90ca708f90,Note,Final,Open Access,Scopus,2-s2.0-84955628829
"Bambah, R.P., Chowla, S.",6507260435; 35933858000,Congruence properties of ramanujan's function r(n),1947,Bulletin of the American Mathematical Society,53,10,,950,955,,1,10.1090/S0002-9904-1947-08913-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-84955627327&partnerID=40&md5=70c0f8d779118f9c83f72b54c9b19650,Note,Final,Open Access,Scopus,2-s2.0-84955627327
"Madhok, M.R., Fazal-Ud-Din",56713819200; 24771281300,A simple method of isolating bacteria-free cultures of protozoa,1947,Soil Science,64,2,,97,99,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84936623224&partnerID=40&md5=bc618de28f9df54d9423a83e9376682a,Article,Final,,Scopus,2-s2.0-84936623224
"Madan, K.E.",36507306100,"Spinal analgesia, with sacral escape",1947,British Journal of Anaesthesia,20,3,,95,96,,,10.1093/bja/20.3.95,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957177630&partnerID=40&md5=158a2dd19060b3e67f17c884c73326b6,Article,Final,Open Access,Scopus,2-s2.0-77957177630
"Singh, I., Singh, S.I., Muthana, M.C.",57091912500; 35935612000; 35934898800,Errata,1947,Proceedings of the Indian Academy of Sciences - Section B,25,1,,,,i,,10.1007/BF03048782,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951500152&partnerID=40&md5=6004d04fa3a0c13b7d1dc88a09f05fdc,Erratum,Final,,Scopus,2-s2.0-77951500152
"Bambah, R.P., Chowla, S., Gupta, H.",6507260435; 35933858000; 26630472400,A congruence property of ramanujan's function r(n),1947,Bulletin of the American Mathematical Society,53,8,,766,767,,,10.1090/S0002-9904-1947-08870-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-84966250351&partnerID=40&md5=68cfb6040904aa604596322bb2b63fb4,Note,Final,Open Access,Scopus,2-s2.0-84966250351
"Gill, P.S.",23056443300,Azimuthal variations of cosmic radiation at Lahore,1947,Physical Review,71,7,,398,399,,,10.1103/PhysRev.71.398,https://www.scopus.com/inward/record.url?eid=2-s2.0-36149019818&partnerID=40&md5=f604adeb1dda29baf8f7418187a9fab6,Article,Final,,Scopus,2-s2.0-36149019818
"Gill, P.S.",23056443300,"Production of mesotrons up to 30,000 feet at a magnetic latitude of 22°north",1947,Physical Review,71,2,,82,84,,,10.1103/PhysRev.71.82,https://www.scopus.com/inward/record.url?eid=2-s2.0-36149003140&partnerID=40&md5=36e7795efada4f8f3e746cdb7f560bad,Article,Final,,Scopus,2-s2.0-36149003140
"Singh, B.K., Kumar, A.",23078762700; 35954051100,Chemical examination of the seeds of Carthamus oxycantha - Part I. The component fatty acids and the glyceride structure of the seed oil,1948,Proceedings of the Indian Academy of Sciences - Section A,27,2,,147,155,,,10.1007/BF03170888,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951511496&partnerID=40&md5=0721d60df72e7b7ec2d0529ed983f869,Article,Final,,Scopus,2-s2.0-77951511496
"Singh, B.K., Kumar, A.",23078762700; 35954051100,Chemical examination of seeds of Raphanus sativus Linn. - Part I. The component fatty acids and the probable glyceride structure of the oil,1948,Proceedings of the Indian Academy of Sciences - Section A,27,2,,156,164,,,10.1007/BF03170889,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951509776&partnerID=40&md5=edc19b44591d8d51ad2888316ee6d359,Article,Final,,Scopus,2-s2.0-77951509776
"Islam, N.",57152094500,Crux of the Poultry Problem in Pakistan,1948,World's Poultry Science Journal,4,3,,189,190,,,10.1079/WPS19480029,https://www.scopus.com/inward/record.url?eid=2-s2.0-84959606653&partnerID=40&md5=3c85e750910a0cc2a0b7bf6285e7ae22,Article,Final,,Scopus,2-s2.0-84959606653
"Singh, B.K., Singh Manhas, K.M.",23078762700; 35954890600,"Studies on the dependence of optical activity on chemical constitution - Part XXIX. The camphor-?-sulphonates (d-, l-, &amp; dl-) of o-, m-, p-aminobenzoic acids, p-aminoazobenzene and o-toluoazo-o-toluidine",1948,Proceedings of the Indian Academy of Sciences - Section A,27,1,,1,13,,,10.1007/BF03173435,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951514722&partnerID=40&md5=3e2a8e7161791e8892ed279b3634bb99,Article,Final,,Scopus,2-s2.0-77951514722
"Singh, B.K., Nayar, B.K.K.",23078762700; 35954514500,"Studies on the dependence of optical rotatory power on chemical constitution - Part XXX. Rotatory dispersion of camphor carboxylic acids, camphors and 1-borneol",1948,Proceedings of the Indian Academy of Sciences - Section A,27,1,,61,71,,,10.1007/BF03173444,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951509616&partnerID=40&md5=750d8fbd35d31972e9c4df552b5ce1e1,Article,Final,,Scopus,2-s2.0-77951509616
"Rabbani, M.",24732676200,PENILE CARCINOMA AND CIRCUMCISION,1949,The Lancet,253,6543,,163,,,,10.1016/S0140-6736(49)90446-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-50349119540&partnerID=40&md5=9625da7bd40c63c2c73229b4c0590f8e,Letter,Final,,Scopus,2-s2.0-50349119540
"Zernike, J.",57190717074,General considerations concerning the number of virtual phases,1949,Recueil des Travaux Chimiques des Pays?Bas,68,6,,585,594,,14,10.1002/recl.19490680613,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982064208&partnerID=40&md5=4df6f8e63416988f5fc087f4718632bd,Article,Final,,Scopus,2-s2.0-84982064208
"Brown, J.D.",57190237879,THE HISTORY OF ISLAM IN INDIA II,1949,The Muslim World,39,2,,113,125,,,10.1111/j.1478-1913.1949.tb01000.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978586812&partnerID=40&md5=aa1610b2ba83db4e342f37bed7099097,Article,Final,,Scopus,2-s2.0-84978586812
"Brown, J.D.",57190237879,THE HISTORY OF ISLAM IN INDIA III,1949,The Muslim World,39,3,,179,194,,,10.1111/j.1478-1913.1949.tb01009.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978580407&partnerID=40&md5=6049c9af38cf1c2796327354c6d9f166,Article,Final,,Scopus,2-s2.0-84978580407
"Brown, J.D.",57190237879,THE HISTORY OF ISLAM IN INDIA,1949,The Muslim World,39,1,,11,25,,,10.1111/j.1478-1913.1949.tb00991.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978555355&partnerID=40&md5=6316f17999251fd6744618b1568ac13f,Article,Final,,Scopus,2-s2.0-84978555355
"Nasir, M.M.",55564241800,Recent work on mercury as an insecticide against insect pests of stored grain,1949,Bulletin of Entomological Research,40,2,,299,304,,,10.1017/S0007485300024561,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958232084&partnerID=40&md5=4b1b5265821fbfa84b9d0a88c86b6f39,Article,Final,,Scopus,2-s2.0-84958232084
"Janjua, N.A., Mehra, R.N.",36732830600; 57128824800,The biology of quettania coeruleipennis schwarzer (coleoptera) in Baluchistan,1949,Bulletin of Entomological Research,40,2,,203,206,,,10.1017/S0007485300024500,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650998943&partnerID=40&md5=bc56c57f09b26a01f447515944ecbea2,Article,Final,,Scopus,2-s2.0-78650998943
"Latif, A.",35470801600,"The taxonomic Status of Drosicha stebbingi (Green) and Drosicha mangiferae (Green) (Hem., Coccid.)",1949,Bulletin of Entomological Research,40,3,,351,354,,3,10.1017/S0007485300022811,https://www.scopus.com/inward/record.url?eid=2-s2.0-76549232178&partnerID=40&md5=60d758e0522f099e447065651171cb16,Article,Final,,Scopus,2-s2.0-76549232178
"Parshad, R., Karim, S.",23043040200; 22988689100,Decrease of an electrical discharge by external radiation,1949,The Journal of Chemical Physics,17,7,,667,668,,,10.1063/1.1747362,https://www.scopus.com/inward/record.url?eid=2-s2.0-36849123816&partnerID=40&md5=2cd6e8c900da4a90fc98f01462db3291,Letter,Final,,Scopus,2-s2.0-36849123816
"Pasha, U.A.",25956627600,Report of homœopathy in Pakistan,1950,British Homoeopathic Journal,40,4,,206,207,,,10.1016/S0007-0785(50)80039-X,https://www.scopus.com/inward/record.url?eid=2-s2.0-58149437070&partnerID=40&md5=8e3b234429c74fdd83a2326114d2cafa,Article,Final,,Scopus,2-s2.0-58149437070
"Zernike, J.",57190717074,On the range of existence of the liquid state,1950,Recueil des Travaux Chimiques des Pays?Bas,69,1,,116,124,,1,10.1002/recl.19500690113,https://www.scopus.com/inward/record.url?eid=2-s2.0-84982070641&partnerID=40&md5=d93851bbdd34a9f04241533ae70bdc55,Article,Final,,Scopus,2-s2.0-84982070641
"De, H.N., Guha, S.R.",35454815400; 35470067300,"Effect of p-dimethylaminoazobenzene, o-aminoazotoluene, benzpyrene-and 1:2:5:6-dibenzanthracene on nicotinic acid synthesis in liver tissue",1950,British Journal of Cancer,4,4,,430,433,,,10.1038/bjc.1950.42,https://www.scopus.com/inward/record.url?eid=2-s2.0-76549239101&partnerID=40&md5=5736af2eb8ad4bf3e36f09cbbedc01d7,Article,Final,Open Access,Scopus,2-s2.0-76549239101
"Rashid, A.",35457263100,Atypical case of foreign body in the esophagus,1950,Laryngoscope,60,9,,945,946,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-76549215347&partnerID=40&md5=491317480ae1ca180d3f4b63349f8234,Article,Final,,Scopus,2-s2.0-76549215347
